51.36,0,1567252,21:19:50.282367,1007.16,2021-05-25,21.59
51.47,1,12364476,21:19:53.589062,1006.60,2021-05-25,20.55
47.63,2,819071,21:19:56.885646,1006.92,2021-05-25,22.13
58.00,3,904184,21:20:00.196449,1007.00,2021-05-25,19.00
56.65,4,12586787,21:20:03.513951,1006.88,2021-05-25,20.45
50.61,5,12946861,21:20:06.815277,1006.24,2021-05-25,20.41
52.05,0,1570006,21:20:10.938169,1007.14,2021-05-25,21.41
51.51,1,12350231,21:20:14.057793,1006.59,2021-05-25,20.54
47.91,2,819071,21:20:17.175943,1006.95,2021-05-25,22.05
57.95,3,905406,21:20:20.293876,1007.03,2021-05-25,19.00
56.66,4,12586787,21:20:23.413145,1006.89,2021-05-25,20.44
50.62,5,12946861,21:20:26.532594,1006.27,2021-05-25,20.40
52.49,0,1581121,21:20:30.653630,1007.16,2021-05-25,21.18
51.52,1,12378754,21:20:33.772392,1006.61,2021-05-25,20.55
48.13,2,820074,21:20:36.878020,1006.98,2021-05-25,21.92
57.97,3,905406,21:20:39.995904,1007.02,2021-05-25,19.00
56.67,4,12586787,21:20:43.116026,1006.90,2021-05-25,20.43
50.60,5,12946861,21:20:46.235233,1006.24,2021-05-25,20.39
52.89,0,1578328,21:20:50.356257,1007.14,2021-05-25,21.01
51.51,1,12321840,21:20:53.475614,1006.62,2021-05-25,20.55
48.36,2,822086,21:20:56.593442,1006.96,2021-05-25,21.81
58.02,3,904184,21:20:59.711493,1007.03,2021-05-25,18.99
56.67,4,12586787,21:21:02.830988,1006.85,2021-05-25,20.43
50.65,5,12946861,21:21:05.950286,1006.26,2021-05-25,20.40
53.34,0,1591449,21:21:10.071912,1007.15,2021-05-25,20.91
51.51,1,12336019,21:21:13.190995,1006.61,2021-05-25,20.55
48.56,2,822591,21:21:16.308869,1006.96,2021-05-25,21.71
58.01,3,904795,21:21:19.426889,1007.03,2021-05-25,18.99
56.67,4,12586787,21:21:22.546513,1006.87,2021-05-25,20.42
50.60,5,12946861,21:21:25.665901,1006.27,2021-05-25,20.40
53.56,0,1588619,21:21:29.786764,1007.19,2021-05-25,20.75
51.48,1,12336019,21:21:32.906269,1006.65,2021-05-25,20.55
48.81,2,827161,21:21:36.025015,1006.95,2021-05-25,21.59
58.03,3,906631,21:21:39.142868,1007.01,2021-05-25,18.98
56.70,4,12586787,21:21:42.262760,1006.87,2021-05-25,20.40
50.60,5,12946861,21:21:45.381845,1006.27,2021-05-25,20.40
53.88,0,1582989,21:21:49.502851,1007.16,2021-05-25,20.69
51.48,1,12307693,21:21:52.622115,1006.62,2021-05-25,20.54
49.11,2,826141,21:21:55.740150,1006.96,2021-05-25,21.48
58.03,3,904184,21:21:58.858115,1007.02,2021-05-25,18.97
56.74,4,12586787,21:22:01.977958,1006.88,2021-05-25,20.40
50.59,5,12946861,21:22:05.097428,1006.24,2021-05-25,20.39
54.04,0,1588619,21:22:09.218619,1007.23,2021-05-25,20.66
51.49,1,12307693,21:22:12.338335,1006.60,2021-05-25,20.54
49.35,2,830751,21:22:15.456309,1006.98,2021-05-25,21.37
58.04,3,907245,21:22:18.574569,1007.03,2021-05-25,18.98
56.73,4,12586787,21:22:21.693889,1006.89,2021-05-25,20.40
50.60,5,12946861,21:22:24.813238,1006.25,2021-05-25,20.39
54.14,0,1586738,21:22:28.934107,1007.21,2021-05-25,20.60
51.48,1,12378754,21:22:32.053283,1006.60,2021-05-25,20.54
85.99,2,746189,21:22:35.171425,1007.07,2021-05-25,24.24
58.04,3,905406,21:22:38.289398,1007.03,2021-05-25,18.98
56.77,4,12586787,21:22:41.408742,1006.90,2021-05-25,20.40
50.62,5,12946861,21:22:44.528331,1006.24,2021-05-25,20.39
54.24,0,1588619,21:22:48.649324,1007.23,2021-05-25,20.54
51.51,1,12293579,21:22:51.768631,1006.63,2021-05-25,20.55
91.06,2,771446,21:22:54.886546,1007.11,2021-05-25,22.64
58.04,3,904795,21:22:58.004836,1007.05,2021-05-25,18.99
56.72,4,12586787,21:23:01.123240,1006.91,2021-05-25,20.40
50.56,5,12946861,21:23:04.242559,1006.25,2021-05-25,20.39
54.33,0,1586738,21:23:08.363462,1007.23,2021-05-25,20.49
51.45,1,12336019,21:23:11.482687,1006.61,2021-05-25,20.54
86.67,2,806743,21:23:14.600785,1007.09,2021-05-25,21.48
58.01,3,902965,21:23:17.718799,1007.07,2021-05-25,18.99
58.41,4,12586787,21:23:20.838409,1006.92,2021-05-25,20.55
50.66,5,12946861,21:23:23.957787,1006.28,2021-05-25,20.42
72.89,0,1505618,21:23:28.078788,1007.25,2021-05-25,21.49
81.02,1,10592886,21:23:31.198467,1006.75,2021-05-25,22.04
61.85,2,836455,21:23:34.316321,1007.12,2021-05-25,21.31
58.01,3,904795,21:23:37.434502,1007.06,2021-05-25,18.99
57.00,4,12586787,21:23:40.553669,1006.89,2021-05-25,20.57
50.53,5,12946861,21:23:43.673038,1006.27,2021-05-25,20.43
57.53,0,1568169,21:23:47.794063,1007.31,2021-05-25,20.60
84.05,1,10817357,21:23:50.913396,1006.73,2021-05-25,20.78
